,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
196001,-6.0834,-5.915,-1.0502,-1.4474,-0.7421,-4.8437,-5.9956,-2.3887,-3.4624,-4.3054,-6.587,-4.0704,-6.0515,-4.1904,-4.7403,-5.7646,-4.2736,-6.2824,-7.4442,-2.6081,-9.1123,-6.9812,-1.5978,-5.8306,-7.5427
196002,-1.941,3.9465,-0.7577,-0.899,1.1535,1.7283,2.1736,1.4765,2.8876,0.5196,1.7913,0.1302,0.0733,0.9461,-0.958,2.0969,1.6883,2.2727,0.7366,1.6208,2.3182,-1.4318,5.0336,-2.6727,-3.9504
196003,-2.601,-5.1421,-3.5748,-1.5347,-2.5958,-3.5928,-2.6085,-3.1351,-2.2184,-4.5145,-1.6999,-0.1111,-2.8883,-3.6895,-6.6775,-0.4098,-0.2892,-4.047,-3.725,-6.7909,-0.4052,-1.7648,-0.6311,-3.2409,-7.1592
196004,-5.037,1.0141,-2.427,-2.6351,-2.4706,1.8599,-4.6003,-1.763,-1.4743,-2.8588,0.5258,-1.6906,-2.6072,-2.702,-5.3271,0.0012,-0.4802,-2.3518,-2.7865,-2.3511,-1.072,-2.7168,-1.498,-2.1734,-3.7258
196005,-4.9479,-1.3654,-1.497,1.7606,1.7791,2.1586,6.2275,1.7611,2.9191,6.1317,7.5444,1.207,3.8285,2.534,-0.1252,4.1541,1.9265,0.6148,2.8118,0.4992,5.0461,2.549,1.5869,-2.0267,-0.9292
196006,3.6579,-3.3257,5.8357,3.262,1.9514,3.2914,2.7462,1.786,2.6137,0.0506,4.728,0.9807,2.2439,3.7227,1.2992,2.576,2.2973,2.5878,1.4029,2.892,2.4107,2.5754,1.2679,3.2418,2.6907
196007,-5.4142,-3.9423,1.0267,-1.2091,-1.5717,-3.1985,-1.7786,-1.8321,-2.7292,-2.0129,-3.1329,-0.9848,-1.7989,-1.1689,-1.9118,-3.4881,-0.57,-0.4988,0.3744,-6.1182,-4.0862,-1.8568,0.4041,-0.9163,-0.0814
196008,22.9866,9.2011,2.3843,4.673,4.2671,0.1349,1.6651,4.2357,4.8934,4.2883,4.6971,5.999,3.4868,4.0572,1.3369,1.6391,3.6338,3.92,4.055,1.163,2.6585,2.8513,4.5272,4.133,2.5059
196009,-15.6954,-7.3876,-3.5436,-4.6304,-7.2237,-7.3729,-5.7804,-6.8021,-5.8189,-7.732,-7.7826,-5.2572,-4.672,-6.0891,-5.5518,-5.9251,-4.6591,-5.3112,-5.0629,-9.2457,-7.0995,-5.5799,-3.9628,-4.9856,-3.7524
196010,-8.7853,-3.4584,-2.9402,-1.2976,-2.7193,-7.0297,-2.7571,-2.4428,-3.8472,-1.1703,-3.2117,-2.681,-2.4468,-2.5859,-3.6516,-2.0355,-1.8903,-1.5273,1.1838,-4.0349,-0.6665,0.3807,0.3166,0.0694,2.2192
196011,-2.8619,-0.0707,-0.7817,2.4121,2.0362,6.5733,7.9223,4.6586,4.3874,1.8221,7.3065,5.3524,6.0654,6.1952,4.0577,8.6644,4.5101,5.0016,4.6099,4.0072,5.2843,5.3177,2.9988,4.084,4.5695
196012,7.7828,3.3729,2.8163,2.782,1.2941,4.5457,2.5918,3.3303,3.7555,2.5096,2.64,4.4423,4.0242,3.2914,1.838,5.756,4.7861,5.4111,3.6918,2.6674,3.324,4.7102,8.9491,3.5903,3.3538
196101,10.4794,9.1341,8.4817,8.381,8.4765,10.3861,5.9689,6.9598,9.8722,9.4675,5.9586,6.6133,8.3355,9.8871,12.8825,6.8721,7.6783,7.6258,9.3299,13.0023,4.2217,6.7328,7.908,7.845,9.9218
196102,5.4697,7.9512,5.8667,6.3757,6.6543,8.4081,9.0283,5.4929,9.2685,7.7144,7.1247,6.3749,5.498,5.5592,5.0372,6.0672,6.1229,5.0915,4.4217,4.2406,3.7025,4.5399,0.8585,3.6896,2.3187
196103,12.3865,4.7333,7.442,5.3805,7.9193,10.8892,8.2319,4.493,5.6823,5.9548,6.6477,4.0872,3.8116,4.5389,5.6538,5.9891,2.7078,4.3532,6.3614,3.5626,1.8965,2.6367,4.1992,-0.5203,1.5516
196104,1.2502,3.2996,1.3857,2.2749,0.5458,2.2267,0.8805,0.7125,3.3524,4.773,-0.7155,1.0724,-2.176,0.8339,1.3468,-0.7172,1.0326,1.7029,-0.621,-5.7468,-0.6435,-0.1936,2.2535,0.703,4.9733
196105,-0.684,4.3709,2.2245,3.5318,5.5992,1.5088,0.5967,7.3993,2.8519,5.8016,3.6859,4.4308,3.5037,7.0844,3.0312,3.5296,3.6821,3.3203,4.4691,6.9306,3.2487,3.1029,0.0184,2.5329,1.4375
196106,-6.081,-5.5461,-4.4051,-5.7694,-6.0181,-7.1509,-3.1103,-4.1639,-4.9609,-5.3666,-5.2024,-5.2205,-2.7356,-5.4625,-4.351,-4.7033,-3.4831,-3.2003,-0.7817,-3.2816,-1.4309,-4.0408,-3.0892,-4.1123,-2.986
196107,1.6885,-0.0026,-2.2768,2.4241,-0.6812,-0.2419,-1.0205,0.5902,0.4986,2.1309,-0.3469,1.3419,2.0722,1.267,1.6303,0.6162,3.07,2.63,1.098,-0.0848,1.8724,5.0832,4.0278,1.0846,2.9104
196108,3.6509,1.0338,-0.6099,-0.571,1.8273,3.2385,0.4524,1.2938,1.1143,1.742,-0.2112,1.6644,-0.2094,2.06,0.3966,5.0141,4.1306,3.9908,0.6382,2.846,4.1855,2.0168,0.6763,1.6875,3.6876
196109,-5.5331,-6.04,-2.8318,-2.6382,-4.2255,-4.784,-5.3137,-3.0429,-3.7703,-1.4059,-3.7675,0.241,-2.8875,-2.7738,-4.777,-2.0233,-2.0466,-2.8873,-3.9366,-3.7209,-0.6459,-1.9276,-3.5792,-4.7702,-0.2719
196110,1.7408,6.683,3.2878,1.9767,1.1801,-1.5564,2.1692,3.7377,0.775,1.0276,2.2024,3.6959,1.6715,2.6053,-1.0658,2.819,3.2938,5.009,-1.6386,2.5239,3.5238,1.3031,3.8583,5.7767,0.7679
196111,6.5681,5.1225,6.5268,6.322,4.7657,3.6937,7.6126,5.4486,6.0496,5.8618,8.3438,4.7058,4.131,4.7227,1.7203,4.6251,2.256,5.4109,3.8571,3.6996,3.2945,6.8352,4.0467,3.2517,4.0618
196112,-3.6719,4.1192,-1.4554,1.3364,0.367,-4.3251,0.1849,-0.081,1.707,-1.2986,-1.5365,-2.4915,0.504,1.5955,1.3504,-3.7079,-1.7169,-0.0171,1.5152,-1.2473,-1.5328,1.1806,2.5714,2.7021,0.0277
196201,6.292,-3.5171,1.5489,1.7405,3.1845,-4.0578,-0.2542,-0.5823,0.55,2.6951,-4.7714,-1.9449,-2.1488,-2.4312,1.7125,-5.3104,-2.1855,-2.576,1.7852,3.6316,-5.863,-3.9312,-1.2646,-0.3249,0.0528
196202,0.3189,-1.1848,1.911,1.756,1.913,1.1557,1.298,-0.1408,2.4022,1.4712,3.1286,-0.2003,0.6702,1.7918,1.539,1.4246,1.4116,2.6027,0.7924,0.9689,1.6837,2.1457,2.9639,3.1443,1.7654
196203,-1.6943,1.6769,1.7339,1.0778,-0.0491,-0.0518,0.9928,-1.1119,-1.4675,-0.9511,0.2227,0.8238,-0.4259,-1.9338,-0.8761,-1.599,-0.7923,-0.6815,-0.3692,-2.4478,0.3226,-0.8469,-0.4109,-1.0702,-3.6415
196204,-8.3521,-7.9241,-7.5213,-7.7908,-6.7761,-7.8552,-7.043,-8.1159,-6.9447,-6.2049,-5.696,-4.0186,-7.3157,-6.3,-6.489,-6.7511,-6.1907,-6.986,-7.8316,-5.5769,-7.9851,-5.0539,-5.4073,-5.6525,-5.4893
196205,-10.9108,-11.0562,-10.8652,-7.7046,-11.1552,-12.3042,-11.0775,-9.1066,-9.5167,-10.887,-13.1729,-10.0867,-11.0996,-10.6591,-8.8437,-13.1138,-9.1065,-8.339,-5.0525,-7.2191,-10.3187,-7.2054,-5.1142,-5.6834,-5.9373
196206,-1.1322,-6.8336,-7.6639,-7.4479,-7.3521,-12.57,-9.0141,-6.7983,-5.8039,-7.4202,-8.5684,-7.3492,-9.1919,-6.1079,-7.0964,-10.5879,-9.3177,-6.5759,-8.6421,-7.5684,-10.4944,-7.2041,-6.3578,-5.4381,-6.926
196207,9.6254,9.4237,8.5545,5.5886,7.6305,6.8331,6.444,7.7869,5.088,8.6771,9.9774,3.7632,4.3585,3.7886,6.9555,7.6185,5.9305,4.7796,4.4402,4.5055,8.6293,6.5702,4.7384,1.8765,3.294
196208,9.5639,2.5177,3.9597,0.9407,2.8399,7.6907,1.728,4.6482,2.7568,2.2471,2.9858,3.5577,3.4225,2.0819,1.2326,3.1954,3.2008,1.5991,3.2503,0.9927,2.7656,2.2658,1.1021,1.1151,3.6833
196209,-8.5874,-8.6871,-9.5771,-5.289,-6.4208,-8.2248,-5.3412,-7.8555,-6.4024,-7.8641,-9.3778,-5.9328,-4.6556,-6.524,-5.2872,-5.713,-4.3324,-4.4934,-6.9312,-5.1293,-5.2369,-4.5594,-4.0751,-4.1602,-4.6272
196210,-10.3725,-7.3863,-3.5527,-5.2197,-2.4743,-4.7859,-5.2715,-4.4516,-1.1146,-1.0134,-4.547,-1.4531,-0.1502,-1.6406,-1.2947,-3.2266,-0.3344,-0.4372,-2.5947,1.2829,1.2758,0.881,0.5307,-0.1673,2.1041
196211,14.6563,16.7366,12.176,15.0025,13.8847,14.9677,15.9812,11.1014,14.4321,15.6212,16.0636,11.704,12.1853,14.0678,13.3072,14.5574,11.5689,11.9185,11.7199,16.8924,10.9911,9.1084,11.1427,12.0286,14.0759
196212,-3.3178,-4.8389,-0.4264,-2.3114,-2.2982,-2.9097,-0.7534,-1.3867,-2.0921,-3.8609,-3.1586,1.2894,-1.0158,-1.9549,-1.3272,0.0726,1.2129,1.3924,-1.1813,2.0917,1.3696,2.5641,2.335,-0.3574,0.9532
196301,13.0152,11.4413,9.6912,10.8591,11.1301,7.6264,5.8134,7.6104,8.698,11.1121,6.3714,5.6481,4.8751,8.6346,9.3267,5.3802,4.8928,5.8904,9.5103,6.8478,5.2545,4.0939,3.4586,6.932,5.6531
196302,-3.2469,-3.493,-0.8656,-0.8111,2.784,-4.019,-1.8893,-2.3979,-1.6973,-0.0876,-3.7618,-1.2599,-0.6367,-2.449,0.8943,-3.3476,-1.3262,-0.8473,-1.4618,0.0026,-3.2384,-1.6639,-2.0482,-1.2252,-1.169
196303,4.9801,-1.4732,-0.586,1.4484,2.5845,-0.159,1.1803,1.2422,2.931,1.3122,-0.0458,1.5539,1.1237,3.6296,1.7276,2.1667,1.7156,2.8014,3.7912,3.3495,3.7213,2.832,4.5744,5.2398,5.0549
196304,4.7964,1.4984,2.2766,3.4425,2.7932,2.3307,5.3164,0.5928,4.3714,5.9906,3.5646,3.9367,3.2273,3.1254,5.1081,4.3227,3.3345,4.9312,6.8698,5.1382,4.8471,4.1444,5.9791,4.2806,8.4429
196305,3.3928,1.6754,2.7684,4.0797,7.9308,2.0925,2.7319,0.9173,5.0473,4.668,2.3531,2.109,2.5435,5.0422,6.0379,1.6016,1.5685,1.962,4.2181,3.6881,3.1848,-0.3312,1.8177,1.6893,5.7726
196306,3.7733,-1.1742,-1.4785,-2.5877,-1.0412,-0.0253,-1.7396,-2.0533,-1.9349,-1.8171,-1.3027,-0.7059,-1.9434,-2.8197,-1.0549,-1.3527,-1.3843,-2.6632,-3.095,1.0207,-3.2029,-0.9663,-0.7447,-1.2711,-0.359
196307,0.846,0.2361,0.5563,0.1097,-1.3212,-1.8721,0.2945,-0.8445,-1.897,-1.1889,-1.8443,-1.8302,-0.8524,-2.1542,-1.7984,-0.926,-1.6323,-2.0716,-1.6657,-1.8567,0.1401,0.4524,1.2557,-0.429,-1.1026
196308,3.7993,2.1473,1.3214,2.3701,4.6745,5.3983,4.6462,4.3639,4.3337,8.2329,5.3591,4.918,5.3464,4.9512,5.1541,5.5868,4.8078,6.1241,7.5619,5.3469,5.771,4.223,4.7487,8.1419,6.3824
196309,-2.6961,0.2554,-1.0869,-1.5812,-0.3581,-3.9164,-1.5713,-0.6417,-1.1263,-2.9149,-4.6481,-1.3359,-0.4084,-0.4074,-1.8203,-2.6679,-1.9515,-2.005,-3.5823,-1.9943,-1.3721,-0.772,-0.9852,-0.1905,-3.4963
196310,1.3607,-0.6273,1.2443,0.1,2.3724,1.1882,4.3011,2.3438,2.2628,3.9335,2.2585,0.6981,2.7287,2.0662,1.068,-0.2469,0.9288,2.3007,5.3382,0.6113,5.3261,1.7383,-0.2829,2.415,0.4857
196311,-3.1097,-4.3151,-1.5969,-1.0548,-1.0454,-4.1822,-1.7644,-0.7064,-0.0861,-0.1132,-2.9213,-1.6995,-0.894,-0.8042,-1.2116,-0.9078,-0.8552,-0.5062,1.1451,3.5388,-1.2561,0.9849,-1.5542,-2.1322,1.3455
196312,-2.9433,-0.5491,-0.9018,-1.6367,-1.052,-0.6814,-0.9143,1.1527,0.9734,0.1212,0.6031,1.2495,1.3339,1.6512,0.4665,-0.1672,1.2662,1.629,3.1393,6.1498,2.6237,2.2981,2.2921,2.5149,2.1308
196401,3.951,3.1664,4.1068,4.1398,4.9545,-1.8043,-0.6418,3.6688,1.4916,4.2346,0.5049,0.6017,2.4719,3.9748,3.2152,-0.4312,1.8396,1.1379,3.6204,3.3373,3.0934,3.1881,1.7441,2.0144,1.6235
196402,3.1443,2.6589,2.2555,0.2821,4.5557,1.616,1.7313,2.5109,2.0108,6.1003,0.3066,2.4228,1.8142,3.6841,4.0122,2.6139,1.3568,3.1263,7.4544,4.6097,1.8224,0.5124,1.0418,3.983,3.751
196403,0.6318,1.1063,2.3753,3.5429,2.6887,2.322,3.244,3.472,5.6933,6.1528,-0.6283,2.5962,4.5313,5.5796,6.7543,1.7778,2.7423,5.4181,6.9476,0.7218,1.1585,0.7364,3.6898,3.8351,0.1494
196404,-1.7041,2.5755,-0.4091,-0.878,-0.9517,-0.7625,-4.0694,0.6079,-1.4876,-0.6557,-2.0105,-1.1358,0.1901,-0.6722,-1.0221,-2.7245,0.8434,1.4542,-2.0612,-2.2799,0.2273,1.4744,0.8217,-0.9047,2.4177
196405,-1.4021,-1.1706,0.4715,0.3367,1.5856,3.1248,0.3595,2.9579,1.8238,3.7386,-0.4885,1.506,-0.3773,2.1683,2.4988,1.2017,2.3584,1.3609,2.6065,4.101,2.0659,0.3111,1.2718,4.2802,3.3864
196406,1.922,0.6309,1.2774,0.7808,1.0969,0.8807,1.6791,1.5988,1.1471,2.2101,0.8569,2.5135,2.2126,2.3221,1.2404,1.0869,1.3307,1.1261,2.8764,3.1078,0.9729,2.8991,0.2828,1.3636,2.4156
196407,0.8464,3.883,3.2699,2.6285,4.732,1.0572,1.7093,4.1872,3.1051,2.4523,2.8108,2.618,3.0269,3.2799,1.2401,1.1496,3.3974,1.5688,1.7746,3.1177,2.5786,0.6863,3.9497,1.9029,0.8222
196408,1.2711,-1.907,-1.7871,-0.896,-0.5021,-1.7902,-2.3474,-1.2164,0.3228,-1.8547,-2.7834,-0.7085,0.567,-0.1977,-2.0228,-1.0162,0.1881,1.0186,-0.0191,-0.2374,-1.2839,-1.5433,-0.0707,-1.0389,-2.7371
196409,4.6885,4.0315,5.912,2.7272,4.0094,3.5364,2.3556,2.4966,1.9974,4.747,1.7612,2.1592,3.2296,3.2253,3.7708,3.0483,3.3454,4.2984,4.849,4.7579,3.1074,1.1841,4.439,4.4254,6.9184
196410,1.7043,0.374,2.6409,2.2325,3.3382,-1.4831,1.8133,2.1445,1.3112,1.3596,3.2059,3.395,1.7484,1.3673,2.7154,1.148,1.2132,1.2688,3.1881,3.4816,0.3282,1.0377,0.3508,0.4145,3.6739
196411,-0.1603,-0.4088,0.7174,0.7246,0.5411,-0.699,-0.021,-0.1063,-0.5965,-1.7584,1.6113,0.6978,-0.0197,0.4266,0.164,0.7463,1.5067,-0.6105,-0.8331,-4.0612,1.0411,-0.2787,1.4876,-1.2429,-4.8657
196412,-1.5129,-1.3967,-2.2882,-2.5918,-1.8629,1.4318,-0.0855,0.8955,-2.2114,-0.9481,0.115,0.8008,-0.3939,-1.8123,-0.9072,0.8927,0.0535,-1.6199,-0.9551,-1.4361,0.8314,1.3187,-0.9272,-1.2009,-1.2581
196501,8.5641,5.8323,6.0736,7.245,8.7737,7.648,6.0748,5.5237,5.9866,6.1843,5.2046,6.2069,5.1145,6.0584,6.966,6.6636,4.1326,5.2312,5.1165,7.4877,4.7004,1.2592,3.1004,3.622,3.5078
196502,1.5794,1.0678,2.4398,3.0096,3.7662,3.4382,4.0329,3.6865,3.4893,3.5852,3.8964,4.7581,4.7885,2.894,3.4394,1.4307,3.5059,3.9892,3.1987,1.7863,0.1837,-0.1804,0.0796,-0.4272,-1.0988
196503,1.4044,2.717,1.2539,2.489,3.2037,2.0241,-1.4885,1.0198,1.3014,0.5858,-0.29,-0.1145,-0.2978,1.4463,0.6379,-0.5948,-0.3546,-0.4817,0.4395,2.0934,-1.324,-1.6618,-1.6367,-0.6142,0.2936
196504,3.3757,4.8607,5.1667,4.0676,4.6019,0.0003,4.4483,4.6594,4.7033,5.142,2.8021,2.9261,4.3179,3.5262,6.7989,2.686,2.9329,4.6715,4.3912,2.6447,4.5878,1.871,2.1106,2.1037,4.333
196505,-0.597,-2.3215,-1.5495,-0.4232,-1.2693,1.2679,-1.3787,-0.7918,-0.3296,-2.1589,-0.4077,0.6734,-1.482,-0.8103,-0.58,-1.0995,-0.0272,-0.9491,-0.3614,-3.3105,-0.7212,0.926,-0.2344,-0.5163,-3.5541
196506,-12.4001,-10.7627,-9.5287,-8.0205,-9.5674,-10.3844,-8.377,-9.0406,-8.3303,-8.2892,-6.9572,-9.3064,-8.4419,-8.7327,-8.3849,-6.4597,-6.9212,-8.1461,-8.6617,-8.9668,-4.4323,-3.5776,-4.9769,-3.633,-5.4288
196507,2.4449,3.744,3.1965,2.29,4.3431,3.7099,1.3543,2.6943,3.7322,4.29,1.3893,4.5165,2.5087,4.4863,4.6479,2.7915,3.0374,4.1814,2.6084,5.7876,1.5245,-0.0437,1.8876,3.8748,5.0599
196508,2.9082,5.4235,5.3782,3.8041,3.9318,7.3129,3.9586,4.8211,4.4534,4.0995,8.1482,5.0451,7.6512,3.648,5.9122,4.3198,3.9297,5.3362,3.0966,4.341,3.2621,1.3557,3.4901,1.1232,2.3953
196509,3.08,6.1833,1.6221,3.9392,3.1465,5.3879,3.7244,2.8494,4.8743,2.9238,2.5589,4.2967,2.4364,5.1464,4.6487,3.9576,3.5697,1.2301,2.8838,3.8306,3.9272,2.3223,2.476,3.5201,3.2515
196510,5.9712,8.6497,6.7262,5.6348,9.055,4.5444,6.1471,4.0628,5.3932,5.3798,4.5113,4.8264,5.6789,5.6715,5.1048,3.954,3.3833,2.9277,4.3201,7.8738,3.1384,0.2669,3.0514,4.4222,5.4816
196511,3.5853,6.283,3.0375,8.0918,6.6297,1.4377,5.5811,4.2178,5.4318,4.048,3.5356,3.3836,5.2857,3.0041,2.6488,3.5491,2.7129,3.3691,1.0175,6.0764,-0.3037,-1.8517,1.255,-1.2821,-2.275
196512,6.4061,7.227,2.6642,3.8728,4.9632,3.6686,5.0612,4.3635,2.3878,7.3704,2.7818,1.328,4.0189,1.4597,5.6335,1.2603,1.2824,1.6231,4.4498,4.7832,1.0103,-0.2053,1.2605,2.7992,2.9558
196601,5.8757,6.0759,8.4544,9.5804,9.2611,4.8531,5.5152,5.1528,5.3198,6.4047,4.1093,2.8438,2.9188,4.6953,6.0148,0.8576,1.8525,4.9538,4.1784,5.7043,-0.3719,-0.6373,1.7297,3.0563,3.4997
196602,6.4919,6.1635,1.8684,4.6412,6.1313,4.8901,5.386,1.9467,-0.2085,3.5297,-0.1237,1.8587,4.3132,2.4189,2.9023,2.3019,-1.5047,0.6434,0.6859,3.5463,-1.3268,-2.2691,-1.6922,-1.9663,-2.0557
196603,0.4302,-0.8483,-1.6982,-0.8356,-1.1006,0.1883,-1.7233,-2.1255,-3.6285,-1.557,-1.7207,-4.7081,-2.3592,-3.3406,-3.7122,0.0259,-1.449,-3.2976,-2.5448,-4.2177,-1.474,-3.4162,-1.0924,-2.1509,-4.5021
196604,10.5139,4.6841,5.787,6.9314,3.8781,2.7326,5.1946,3.7296,7.7015,8.7953,3.8115,4.0488,3.127,4.4871,2.4018,4.1176,2.4565,3.4612,4.7745,0.3389,2.1117,1.8738,1.2218,2.4061,1.9991
196605,-12.3013,-13.0581,-10.8653,-10.7611,-11.7866,-9.7592,-10.0972,-8.8906,-10.0317,-9.1777,-6.2935,-7.0317,-7.6381,-10.5787,-9.4822,-5.2397,-5.0585,-6.7096,-8.7769,-10.7558,-4.1889,-3.8667,-4.7328,-5.5063,-5.4507
196606,-0.6824,-0.515,1.285,1.5448,0.3766,1.3324,0.4358,0.2987,-0.6477,0.2485,0.3944,-0.5198,2.6905,-0.4604,-0.683,-0.7977,-0.5719,0.0017,3.5537,-0.0842,-1.9986,-1.4809,-0.689,0.8559,-0.6948
196607,-1.9971,-1.9724,-2.3778,0.0135,-1.0599,-3.5132,-1.7425,-0.7374,-1.7067,-1.6869,-1.0345,-1.8473,-0.8159,-0.9445,-1.4238,-0.9241,-1.3688,-1.9837,-2.6261,-2.3773,-1.6864,-1.4936,-0.6138,0.9135,-1.326
196608,-11.9845,-10.5187,-9.9631,-11.0473,-10.4161,-13.2078,-10.4832,-9.4448,-9.6386,-10.9118,-10.6818,-8.7242,-8.0389,-9.9216,-8.6292,-9.2841,-7.6617,-7.8842,-6.9198,-9.4044,-7.1873,-8.7472,-5.7046,-6.1912,-7.9624
196609,-1.8811,-2.0044,-1.8161,-1.9233,-1.2181,-2.024,1.0215,-1.9859,-1.9821,-2.0855,-2.1949,-4.5991,0.2535,-0.3248,-1.2755,-0.9578,0.1546,-1.1867,-3.1987,-0.3762,-1.3094,1.0071,0.4795,0.2753,-1.6179
196610,-7.9155,-4.8704,-4.4987,-1.1373,-1.416,-5.6411,-0.7062,-0.601,0.2019,-0.21,-1.8702,1.6298,3.3575,4.6993,1.6575,0.2537,4.953,3.7619,3.9359,1.9296,2.9392,5.625,9.2021,6.2743,6.5077
196611,8.4357,3.6431,4.7042,2.4402,3.589,7.7597,3.0753,7.2102,1.956,2.6885,9.3354,6.781,0.9438,4.6548,0.637,8.4498,1.2966,1.5473,1.9428,0.7892,3.6719,1.9047,-2.5331,-1.4293,-1.0731
196612,4.0999,2.7453,2.5021,0.8137,0.2328,4.7503,3.4576,1.4162,1.9296,0.6964,3.1883,3.3635,0.7883,3.0628,-0.4132,3.1339,2.3162,1.4996,3.6584,1.953,-0.871,0.0758,1.4591,-0.1425,-0.1227
196701,20.4166,20.3173,19.5247,20.6142,17.4187,16.9665,16.444,17.1049,17.7387,20.4686,16.9832,14.2024,12.3221,13.4201,14.3448,9.956,6.68,10.6747,10.9902,13.5276,7.7322,7.0965,4.8745,7.8591,13.7899
196702,7.4834,5.1925,5.2832,4.4799,5.9275,3.2454,2.8425,0.8725,3.5848,1.6492,1.9406,1.9557,1.8345,0.7501,0.887,2.946,-0.4038,-0.1793,1.1136,0.2107,2.3014,0.667,-0.7874,-0.8658,-1.33
196703,7.1966,6.1294,4.9988,7.51,5.2425,6.8662,6.1629,7.2297,6.5163,6.2631,5.6319,5.5619,4.4948,8.0219,4.075,5.6888,4.2717,5.9983,4.4582,5.977,4.2598,3.0891,3.1531,4.6729,5.3175
196704,6.9206,4.0937,3.4974,4.0327,3.5775,3.2009,4.0422,5.3175,3.7,3.3418,5.5552,4.5182,3.2748,5.5579,2.8081,6.601,2.9818,3.9727,3.3354,2.8157,6.8866,2.8402,0.1138,3.5468,1.7638
196705,0.3565,0.533,-0.8453,-0.9907,-0.6344,-1.2816,0.6486,0.0228,-2.3563,-3.57,-3.0619,-1.6246,-1.752,0.0305,-1.9758,-2.35,-0.545,-2.206,-1.3151,-0.6484,-5.6526,-4.2053,-4.0482,-3.703,-3.6596
196706,15.788,9.3846,12.5508,12.1768,10.1779,10.2446,6.8181,6.8827,9.4914,5.9872,5.3568,8.26,3.9079,5.067,3.4548,3.116,2.3217,3.786,6.7795,6.1274,1.4221,0.3958,1.6194,2.8988,3.0943
196707,9.3213,9.6497,10.0437,7.6255,11.8277,6.1726,6.6112,9.3847,9.4111,8.4125,5.3805,4.9914,5.8998,7.2319,11.5789,4.791,4.6581,5.0812,7.2256,9.0224,4.4462,5.6367,2.1142,5.8685,6.4583
196708,-0.7086,0.5643,0.4005,0.1612,2.0907,-1.183,-1.4183,0.6346,0.5057,1.106,-3.0349,0.7716,1.3193,1.2959,-0.2848,-0.9087,-0.97,-0.6906,1.1208,3.797,-0.5742,-1.0246,-1.5269,0.4557,1.338
196709,11.7646,10.2082,8.2414,7.6413,4.8732,5.1037,6.1175,7.1483,5.5241,3.1091,5.661,1.7213,2.8866,4.6168,2.5388,3.7335,1.5415,2.2649,3.6498,0.4076,3.8,3.1463,3.2577,1.6223,0.2472
196710,1.8018,-4.1665,-1.6472,-1.4905,-2.6636,-0.7706,-2.35,0.8625,-3.061,-5.0654,-3.5044,-1.0823,-3.6131,-3.0467,-2.4311,-4.4791,-5.4962,-5.2467,-2.6744,-5.2857,-0.2537,-4.0214,-2.6988,-6.1454,-6.5113
196711,-1.0996,3.8612,-1.2548,-1.3378,-1.1192,1.0889,0.6125,2.9155,-0.0186,0.1165,2.6918,0.8272,0.7324,-0.3624,-0.7424,3.4448,0.3703,-0.1674,-0.0031,-0.6812,1.32,0.2806,0.1767,-0.5451,0.0559
196712,13.1287,10.4477,8.5964,9.5442,10.1156,12.4045,6.4006,9.0703,7.3106,9.125,7.7035,5.6646,5.4538,5.1231,7.4425,1.3426,2.7476,4.6684,4.6825,3.709,1.9513,3.0452,2.2363,5.5944,2.7927
196801,3.1407,2.3206,3.2516,3.3436,5.9703,-4.5761,-1.9196,-0.4451,1.1395,2.6246,-6.8746,-0.703,-0.7495,-0.6193,2.7128,-7.9332,0.1611,-2.8567,0.1027,-0.425,-6.2775,-5.8491,0.5939,-2.2794,-3.855
196802,-10.1,-7.1171,-5.3246,-6.9681,-5.6171,-6.9186,-6.3106,-8.8008,-3.5935,-5.6686,-6.9043,-3.9291,-2.9957,-2.3938,-4.5834,-5.4143,-3.4605,-2.7903,-5.2426,-3.8256,-3.0151,-2.2141,-2.0767,-3.2545,-1.8996
196803,-1.5197,0.0232,-0.3408,-2.0353,-0.0808,-0.386,-1.9529,-0.0514,-1.2807,-0.6398,1.9985,-0.4008,-2.4207,0.8087,-0.2267,0.4924,-0.1914,-1.2109,0.2816,-0.2883,3.0891,-1.3752,-0.3272,-1.7868,2.0264
196804,21.5666,17.4982,16.2498,16.4295,15.7733,18.9887,12.9114,17.9531,11.9895,12.7965,16.1637,12.1024,8.3798,10.2172,18.0481,12.6664,7.3196,8.309,13.0055,11.6528,10.7421,7.3968,3.3058,9.4085,10.5079
196805,10.7482,12.4771,10.6645,12.0171,11.7637,11.9163,7.9911,8.4496,7.3113,7.2448,8.7985,4.7084,4.8387,5.0905,6.9574,4.5846,4.6463,3.0181,2.7047,6.1608,2.2627,1.2638,-0.8041,-0.9839,4.6471
196806,-1.084,0.1315,1.6821,1.7411,0.1484,-1.1427,1.8703,-1.5643,1.7963,0.2819,-2.0214,3.3803,3.4887,1.6929,1.4674,-0.0312,4.0097,3.9297,2.7757,-2.1339,-0.0783,0.6179,4.1751,3.1761,-1.5962
